V1,V6,V10,V12,V13,V14,V15,Class
31,92.0,16,688.0,1,-1.0,0,2
29,163.0,16,803.0,1,-1.0,0,2
27,1742.0,16,787.0,1,-1.0,0,2
37,49.0,16,619.0,2,-1.0,0,2
40,1758.0,16,1230.0,3,-1.0,0,2
33,-416.0,16,767.0,2,-1.0,0,2
24,409.0,16,912.0,1,-1.0,0,2
24,656.0,16,894.0,1,-1.0,0,2
50,363.0,16,1340.0,1,-1.0,0,2
27,3706.0,16,897.0,1,-1.0,0,2
54,4393.0,16,1297.0,3,-1.0,0,2
30,863.0,16,1193.0,5,-1.0,0,2
34,695.0,16,1064.0,4,-1.0,0,2
37,792.0,16,1187.0,4,-1.0,0,2
41,1020.0,19,882.0,1,-1.0,0,2
47,863.0,19,943.0,2,-1.0,0,2
31,97.0,19,607.0,1,-1.0,0,2
31,754.0,19,1022.0,4,-1.0,0,2
43,1040.0,19,552.0,3,-1.0,0,2
37,122.0,19,1622.0,2,-1.0,0,2
30,880.0,19,967.0,6,-1.0,0,2
41,501.0,19,579.0,5,-1.0,0,2
30,3291.0,19,1218.0,3,-1.0,0,2
36,4438.0,20,446.0,1,-1.0,0,2
35,0.0,20,1205.0,1,-1.0,0,2
29,271.0,20,1882.0,2,-1.0,0,2
35,102.0,20,1334.0,1,-1.0,0,2
31,2.0,20,182.0,2,-1.0,0,2
35,4170.0,20,1777.0,1,-1.0,0,2
34,85.0,20,1182.0,4,-1.0,0,2
31,431.0,20,1045.0,1,-1.0,0,2
44,982.0,20,650.0,3,-1.0,0,2
36,408.0,20,1063.0,2,-1.0,0,2
39,1022.0,20,1410.0,2,-1.0,0,2
35,4822.0,20,843.0,2,-1.0,0,2
41,1250.0,20,1392.0,2,-1.0,0,2
31,3311.0,20,719.0,1,-1.0,0,2
31,216.0,21,565.0,1,-1.0,0,2
34,1207.0,21,905.0,1,-1.0,0,2
32,791.0,21,783.0,2,-1.0,0,2
36,849.0,21,958.0,2,-1.0,0,2
30,239.0,21,412.0,1,-1.0,0,2
37,1211.0,21,795.0,1,-1.0,0,2
54,487.0,21,828.0,4,-1.0,0,2
36,599.0,21,649.0,2,-1.0,0,2
31,825.0,21,506.0,2,-1.0,0,2
27,2183.0,21,857.0,1,-1.0,0,2
34,4499.0,21,1681.0,1,-1.0,0,2
32,-198.0,21,681.0,3,-1.0,0,2
30,1289.0,21,1697.0,2,-1.0,0,2
32,4665.0,21,860.0,2,-1.0,0,2
37,3326.0,21,799.0,1,-1.0,0,2
38,622.0,21,611.0,2,-1.0,0,2
32,783.0,21,923.0,3,-1.0,0,2
33,0.0,21,521.0,3,-1.0,0,2
35,994.0,23,1349.0,8,-1.0,0,2
35,1354.0,23,736.0,2,-1.0,0,2
30,239.0,23,785.0,1,-1.0,0,2
30,278.0,23,1073.0,1,-1.0,0,2
34,2495.0,23,924.0,1,-1.0,0,2
45,-311.0,23,1030.0,1,-1.0,0,2
45,149.0,23,893.0,3,-1.0,0,2
33,1464.0,23,588.0,3,-1.0,0,2
33,3546.0,23,777.0,2,-1.0,0,2
44,5773.0,23,597.0,6,-1.0,0,2
40,278.0,23,1015.0,3,-1.0,0,2
31,2910.0,23,1392.0,2,-1.0,0,2
30,541.0,26,414.0,2,-1.0,0,2
44,1262.0,26,788.0,11,-1.0,0,2
34,-538.0,26,682.0,1,-1.0,0,2
31,747.0,26,543.0,2,-1.0,0,2
45,61.0,26,745.0,4,-1.0,0,2
37,125.0,26,679.0,2,-1.0,0,2
28,0.0,26,1560.0,2,-1.0,0,2
32,620.0,26,1234.0,3,-1.0,0,2
37,316.0,26,642.0,2,-1.0,0,2
34,2287.0,26,895.0,4,-1.0,0,2
38,198.0,26,431.0,2,-1.0,0,2
28,460.0,26,741.0,6,-1.0,0,2
31,1145.0,26,1272.0,4,-1.0,0,2
30,129.0,26,1446.0,7,-1.0,0,2
30,1265.0,26,414.0,2,-1.0,0,2
59,-22.0,26,748.0,3,-1.0,0,2
24,685.0,26,896.0,3,-1.0,0,2
26,901.0,26,764.0,2,-1.0,0,2
59,351.0,27,1063.0,5,-1.0,0,2
53,-725.0,27,1205.0,1,-1.0,0,2
30,0.0,27,1051.0,1,-1.0,0,2
28,939.0,27,740.0,1,-1.0,0,2
37,274.0,27,731.0,3,-1.0,0,2
24,2984.0,27,935.0,1,-1.0,0,2
30,-213.0,27,751.0,1,-1.0,0,2
25,97.0,27,709.0,1,-1.0,0,2
44,51.0,27,3094.0,2,-1.0,0,2
29,314.0,28,938.0,2,-1.0,0,2
26,6840.0,28,1560.0,2,-1.0,0,2
26,668.0,28,576.0,3,-1.0,0,2
27,54.0,28,543.0,2,-1.0,0,2
25,1242.0,28,615.0,2,-1.0,0,2
28,292.0,28,507.0,1,-1.0,0,2
23,665.0,28,1183.0,1,-1.0,0,2
27,294.0,28,694.0,2,-1.0,0,2
23,1129.0,28,806.0,1,-1.0,0,2
46,57.0,28,796.0,1,-1.0,0,2
23,854.0,28,664.0,2,-1.0,0,2
57,0.0,28,648.0,1,-1.0,0,2
34,1058.0,28,864.0,2,-1.0,0,2
28,949.0,28,1730.0,1,-1.0,0,2
51,606.0,28,560.0,9,-1.0,0,2
35,0.0,29,543.0,1,-1.0,0,2
35,404.0,29,539.0,1,-1.0,0,2
27,2486.0,29,733.0,1,-1.0,0,2
56,249.0,29,791.0,2,-1.0,0,2
45,3354.0,29,746.0,1,-1.0,0,2
60,0.0,29,1207.0,1,-1.0,0,2
56,589.0,29,535.0,2,-1.0,0,2
33,127.0,29,1059.0,2,-1.0,0,2
27,12956.0,29,789.0,3,-1.0,0,2
30,873.0,29,792.0,3,-1.0,0,2
45,594.0,29,833.0,2,-1.0,0,2
29,-20.0,29,814.0,2,-1.0,0,2
38,4692.0,29,1363.0,2,-1.0,0,2
34,1031.0,29,751.0,3,-1.0,0,2
30,486.0,29,1109.0,3,-1.0,0,2
44,1593.0,29,828.0,3,-1.0,0,2
36,7606.0,30,917.0,1,-1.0,0,2
40,5637.0,30,553.0,3,-1.0,0,2
38,226.0,30,762.0,3,-1.0,0,2
36,366.0,30,1133.0,2,-1.0,0,2
37,16.0,30,638.0,1,-1.0,0,2
35,565.0,30,763.0,1,-1.0,0,2
48,0.0,30,682.0,1,-1.0,0,2
38,19.0,30,604.0,2,-1.0,0,2
40,1082.0,30,854.0,2,-1.0,0,2
42,1713.0,30,855.0,2,-1.0,0,2
46,14481.0,30,1269.0,1,-1.0,0,2
35,5724.0,30,691.0,10,-1.0,0,2
34,1451.0,30,1097.0,15,-1.0,0,2
29,121.0,30,1500.0,2,-1.0,0,2
32,-34.0,30,1236.0,2,-1.0,0,2
50,3674.0,30,886.0,3,-1.0,0,2
35,698.0,30,1343.0,3,-1.0,0,2
36,4136.0,30,812.0,3,-1.0,0,2
53,2656.0,30,1980.0,2,-1.0,0,2
32,562.0,30,722.0,3,-1.0,0,2
46,2904.0,30,984.0,2,-1.0,0,2
26,1004.0,30,228.0,2,-1.0,0,2
45,410.0,30,891.0,4,-1.0,0,2
31,0.0,30,745.0,12,-1.0,0,2
29,0.0,30,539.0,12,-1.0,0,2
53,62.0,30,1044.0,5,-1.0,0,2
27,416.0,30,1193.0,2,-1.0,0,2
39,2763.0,2,526.0,2,-1.0,0,2
36,2984.0,2,394.0,1,-1.0,0,2
41,143.0,2,659.0,2,-1.0,0,2
36,0.0,2,1036.0,1,-1.0,0,2
32,696.0,2,815.0,1,-1.0,0,2
35,152.0,2,563.0,1,-1.0,0,2
36,-78.0,2,1068.0,1,-1.0,0,2
35,867.0,2,230.0,3,-1.0,0,2
30,953.0,2,747.0,2,-1.0,0,2
42,443.0,2,671.0,5,-1.0,0,2
42,-1129.0,2,555.0,5,-1.0,0,2
32,415.0,2,777.0,4,-1.0,0,2
40,1960.0,2,605.0,6,-1.0,0,2
29,260.0,2,707.0,14,-1.0,0,2
44,-411.0,2,432.0,4,-1.0,0,2
32,1279.0,3,1173.0,3,-1.0,0,2
31,86.0,3,963.0,2,-1.0,0,2
40,-754.0,3,941.0,3,-1.0,0,2
43,0.0,3,1025.0,7,-1.0,0,2
27,178.0,3,732.0,2,-1.0,0,2
37,278.0,3,1045.0,3,-1.0,0,2
23,425.0,3,768.0,1,-1.0,0,2
25,168.0,3,801.0,1,-1.0,0,2
26,-36.0,3,482.0,2,-1.0,0,2
47,126.0,3,2456.0,2,-1.0,0,2
45,1893.0,3,1259.0,6,-1.0,0,2
35,-87.0,3,1363.0,7,-1.0,0,2
32,6281.0,3,1336.0,4,-1.0,0,2
45,644.0,4,633.0,1,-1.0,0,2
24,-389.0,4,1242.0,1,-1.0,0,2
30,377.0,4,524.0,15,-1.0,0,2
33,76.0,4,1141.0,4,-1.0,0,2
29,-271.0,4,578.0,1,-1.0,0,2
38,5839.0,4,984.0,2,-1.0,0,2
23,492.0,4,638.0,1,-1.0,0,2
27,99.0,4,767.0,2,-1.0,0,2
27,-713.0,4,525.0,2,-1.0,0,2
29,32.0,4,563.0,1,-1.0,0,2
30,543.0,4,1449.0,6,-1.0,0,2
36,403.0,4,920.0,1,-1.0,0,2
27,419.0,4,1181.0,2,-1.0,0,2
35,437.0,4,908.0,1,-1.0,0,2
50,705.0,5,504.0,1,-1.0,0,2
36,1772.0,5,208.0,1,-1.0,0,2
59,0.0,5,812.0,1,-1.0,0,2
59,-88.0,5,910.0,2,-1.0,0,2
47,0.0,5,1446.0,1,-1.0,0,2
58,853.0,5,1149.0,2,-1.0,0,2
37,240.0,5,1123.0,1,-1.0,0,2
46,849.0,5,508.0,2,-1.0,0,2
43,318.0,5,736.0,2,-1.0,0,2
27,703.0,5,590.0,3,-1.0,0,2
38,61.0,5,636.0,1,-1.0,0,2
53,104.0,5,701.0,1,-1.0,0,2
47,1996.0,5,761.0,2,-1.0,0,2
56,1238.0,5,1558.0,1,-1.0,0,2
41,879.0,5,1053.0,2,-1.0,0,2
29,425.0,5,562.0,15,-1.0,0,2
35,188.0,5,1865.0,2,-1.0,0,2
38,3239.0,5,817.0,2,-1.0,0,2
50,416.0,5,494.0,5,-1.0,0,2
45,844.0,5,1018.0,3,-1.0,0,2
35,860.0,5,884.0,4,-1.0,0,2
35,1015.0,5,406.0,2,-1.0,0,2
39,1047.0,6,554.0,1,-1.0,0,2
26,639.0,6,709.0,5,-1.0,0,2
26,710.0,6,1276.0,2,-1.0,0,2
37,1508.0,6,381.0,2,-1.0,0,2
30,223.0,6,862.0,11,-1.0,0,2
38,619.0,6,460.0,4,-1.0,0,2
28,-1042.0,6,712.0,2,-1.0,0,2
54,351.0,6,642.0,2,-1.0,0,2
41,1461.0,6,554.0,2,-1.0,0,2
37,319.0,6,467.0,3,-1.0,0,2
53,480.0,6,648.0,2,-1.0,0,2
29,213.0,6,2653.0,3,-1.0,0,2
35,68.0,6,1085.0,1,-1.0,0,2
47,295.0,6,94.0,2,-1.0,0,2
28,2788.0,6,369.0,2,-1.0,0,2
36,1245.0,6,1469.0,9,-1.0,0,2
55,7561.0,6,685.0,3,-1.0,0,2
49,-46.0,9,1055.0,10,-1.0,0,2
50,1595.0,9,882.0,1,-1.0,0,2
43,1046.0,9,901.0,1,-1.0,0,2
58,1382.0,9,700.0,1,-1.0,0,2
38,217.0,9,491.0,6,-1.0,0,2
48,183.0,9,940.0,1,-1.0,0,2
59,1321.0,9,3881.0,3,-1.0,0,2
38,1805.0,9,952.0,2,-1.0,0,2
58,25.0,9,486.0,3,-1.0,0,2
52,-519.0,9,442.0,8,-1.0,0,2
36,4844.0,9,1137.0,3,-1.0,0,2
42,5345.0,11,878.0,3,-1.0,0,2
41,812.0,11,583.0,4,-1.0,0,2
42,105.0,11,1159.0,4,-1.0,0,2
39,-190.0,11,893.0,8,-1.0,0,2
57,625.0,11,867.0,1,-1.0,0,2
51,1435.0,11,587.0,1,-1.0,0,2
52,293.0,11,706.0,1,-1.0,0,2
59,1033.0,11,1199.0,1,-1.0,0,2
56,1210.0,11,935.0,1,-1.0,0,2
49,64.0,11,586.0,1,-1.0,0,2
35,164.0,11,967.0,2,-1.0,0,2
36,1766.0,11,595.0,2,-1.0,0,2
40,1248.0,11,1290.0,2,-1.0,0,2
37,8828.0,12,1010.0,3,-1.0,0,2
55,0.0,12,614.0,2,-1.0,0,2
58,826.0,12,885.0,1,-1.0,0,2
39,2630.0,12,651.0,5,-1.0,0,2
47,3727.0,12,993.0,6,-1.0,0,2
40,406.0,12,577.0,2,-1.0,0,2
35,2999.0,12,1141.0,6,-1.0,0,2
48,1000.0,12,1268.0,2,-1.0,0,2
27,18188.0,12,541.0,17,-1.0,0,2
48,503.0,12,1243.0,7,-1.0,0,2
24,-203.0,12,465.0,3,-1.0,0,2
49,361.0,16,513.0,2,-1.0,0,2
36,274.0,16,686.0,11,-1.0,0,2
52,3687.0,16,741.0,4,-1.0,0,2
38,1627.0,16,1323.0,9,-1.0,0,2
42,323.0,16,617.0,1,-1.0,0,2
36,981.0,16,1093.0,1,-1.0,0,2
36,638.0,16,1395.0,2,-1.0,0,2
48,3229.0,16,1089.0,1,-1.0,0,2
51,1610.0,16,1248.0,3,-1.0,0,2
51,33.0,16,721.0,3,-1.0,0,2
46,536.0,16,750.0,2,-1.0,0,2
37,0.0,16,637.0,6,-1.0,0,2
36,3057.0,16,2769.0,4,-1.0,0,2
47,2892.0,17,556.0,1,-1.0,0,2
40,0.0,17,522.0,1,-1.0,0,2
56,4266.0,17,490.0,4,-1.0,0,2
38,110.0,17,1051.0,3,-1.0,0,2
38,3316.0,17,1345.0,3,-1.0,0,2
40,106.0,17,676.0,2,-1.0,0,2
39,2303.0,17,775.0,3,-1.0,0,2
60,3301.0,17,2621.0,3,-1.0,0,2
51,67.0,18,835.0,1,-1.0,0,2
39,426.0,18,1029.0,1,-1.0,0,2
51,9.0,18,371.0,2,-1.0,0,2
27,-97.0,18,1528.0,2,-1.0,0,2
41,11008.0,18,1540.0,1,-1.0,0,2
42,4930.0,18,973.0,1,-1.0,0,2
35,1201.0,18,537.0,1,-1.0,0,2
41,707.0,18,707.0,1,-1.0,0,2
33,4.0,18,625.0,2,-1.0,0,2
46,126.0,18,1255.0,1,-1.0,0,2
44,1059.0,18,2093.0,1,-1.0,0,2
31,671.0,18,704.0,4,-1.0,0,2
51,1994.0,18,771.0,2,-1.0,0,2
32,607.0,18,1060.0,5,-1.0,0,2
41,219.0,18,1574.0,3,-1.0,0,2
41,3622.0,19,1135.0,4,-1.0,0,2
57,5768.0,19,512.0,1,-1.0,0,2
55,1580.0,19,1007.0,1,-1.0,0,2
53,1319.0,19,1318.0,3,-1.0,0,2
55,2152.0,19,922.0,2,-1.0,0,2
39,2843.0,19,585.0,1,-1.0,0,2
36,1352.0,19,2028.0,1,-1.0,0,2
40,0.0,19,952.0,4,-1.0,0,2
59,1115.0,19,834.0,1,-1.0,0,2
52,-309.0,19,500.0,2,-1.0,0,2
42,625.0,19,651.0,3,-1.0,0,2
45,377.0,19,835.0,3,-1.0,0,2
41,246.0,19,683.0,3,-1.0,0,2
27,61.0,19,1012.0,1,-1.0,0,2
25,-191.0,19,958.0,7,-1.0,0,2
43,519.0,20,973.0,2,-1.0,0,2
60,1690.0,20,1467.0,4,-1.0,0,2
48,5320.0,20,792.0,1,-1.0,0,2
44,522.0,20,911.0,1,-1.0,0,2
26,-46.0,20,382.0,7,-1.0,0,2
52,2269.0,20,1210.0,1,-1.0,0,2
50,396.0,20,716.0,2,-1.0,0,2
54,386.0,20,838.0,1,-1.0,0,2
56,0.0,20,422.0,1,-1.0,0,2
57,9103.0,20,1098.0,2,-1.0,0,2
42,-215.0,20,1573.0,5,-1.0,0,2
29,908.0,20,1663.0,1,-1.0,0,2
47,1694.0,20,560.0,3,-1.0,0,2
57,-92.0,20,1617.0,1,-1.0,0,2
40,188.0,20,570.0,2,-1.0,0,2
38,2885.0,20,1422.0,10,-1.0,0,2
46,0.0,20,1023.0,3,-1.0,0,2
49,947.0,20,808.0,2,-1.0,0,2
43,740.0,20,585.0,2,-1.0,0,2
45,655.0,20,693.0,3,-1.0,0,2
24,867.0,20,546.0,10,-1.0,0,2
53,3765.0,20,1094.0,3,-1.0,0,2
40,1009.0,20,1036.0,5,-1.0,0,2
38,6360.0,20,1409.0,2,-1.0,0,2
36,4145.0,20,988.0,4,-1.0,0,2
27,-27.0,23,498.0,2,-1.0,0,2
26,-122.0,23,670.0,3,-1.0,0,2
43,149.0,23,662.0,2,-1.0,0,2
25,52.0,24,528.0,2,-1.0,0,2
27,335.0,26,519.0,3,-1.0,0,2
30,526.0,26,677.0,3,-1.0,0,2
28,-7.0,26,3183.0,2,-1.0,0,2
27,-413.0,27,422.0,6,-1.0,0,2
32,-241.0,27,856.0,2,-1.0,0,2
41,75.0,1,479.0,9,-1.0,0,2
37,0.0,1,1135.0,2,-1.0,0,2
27,158.0,1,650.0,2,-1.0,0,2
29,84.0,3,587.0,3,-1.0,0,2
33,114.0,3,676.0,1,-1.0,0,2
36,0.0,4,584.0,1,-1.0,0,2
29,339.0,4,1576.0,3,-1.0,0,2
44,1697.0,4,150.0,2,-1.0,0,2
28,-127.0,4,1044.0,3,-1.0,0,2
49,-157.0,7,491.0,3,-1.0,0,2
55,49.0,7,494.0,4,-1.0,0,2
51,216.0,7,615.0,2,-1.0,0,2
39,506.0,7,718.0,2,-1.0,0,2
42,213.0,7,434.0,3,-1.0,0,2
33,170.0,7,782.0,1,-1.0,0,2
59,553.0,7,1272.0,3,-1.0,0,2
36,776.0,7,722.0,3,-1.0,0,2
45,879.0,7,621.0,2,-1.0,0,2
37,1633.0,7,629.0,2,-1.0,0,2
46,926.0,7,385.0,5,-1.0,0,2
32,2559.0,7,889.0,1,-1.0,0,2
32,1604.0,7,625.0,1,-1.0,0,2
28,909.0,7,532.0,1,-1.0,0,2
45,-176.0,7,574.0,1,-1.0,0,2
41,1085.0,7,599.0,1,-1.0,0,2
59,1265.0,7,849.0,1,-1.0,0,2
47,-239.0,7,973.0,3,-1.0,0,2
32,212.0,7,830.0,5,-1.0,0,2
31,726.0,7,719.0,2,-1.0,0,2
31,296.0,8,509.0,4,-1.0,0,2
33,-627.0,8,740.0,1,-1.0,0,2
52,-468.0,8,534.0,1,-1.0,0,2
27,0.0,8,732.0,1,-1.0,0,2
26,551.0,8,531.0,1,-1.0,0,2
25,0.0,8,634.0,1,-1.0,0,2
25,101.0,8,460.0,3,-1.0,0,2
28,2736.0,8,705.0,1,-1.0,0,2
25,102.0,8,574.0,2,-1.0,0,2
28,510.0,8,1767.0,2,-1.0,0,2
28,517.0,8,681.0,1,-1.0,0,2
33,37.0,8,1082.0,1,-1.0,0,2
45,854.0,8,730.0,1,-1.0,0,2
36,30.0,8,716.0,5,-1.0,0,2
26,81.0,8,803.0,2,-1.0,0,2
31,152.0,8,831.0,1,-1.0,0,2
38,0.0,8,635.0,1,-1.0,0,2
56,663.0,8,819.0,3,-1.0,0,2
26,102.0,8,658.0,2,-1.0,0,2
26,370.0,8,1061.0,4,-1.0,0,2
25,189.0,8,687.0,2,-1.0,0,2
26,111.0,9,537.0,1,-1.0,0,2
40,665.0,9,781.0,1,-1.0,0,2
52,0.0,9,1486.0,1,-1.0,0,2
37,214.0,9,645.0,1,-1.0,0,2
43,0.0,9,1242.0,1,-1.0,0,2
58,776.0,9,990.0,1,-1.0,0,2
41,1583.0,9,662.0,1,-1.0,0,2
49,0.0,9,625.0,1,-1.0,0,2
43,-754.0,9,727.0,3,-1.0,0,2
29,0.0,9,426.0,3,-1.0,0,2
35,6997.0,9,1121.0,1,-1.0,0,2
39,687.0,9,869.0,1,-1.0,0,2
38,327.0,9,556.0,5,-1.0,0,2
26,-119.0,9,359.0,5,-1.0,0,2
32,794.0,9,1014.0,1,-1.0,0,2
33,-191.0,9,1290.0,4,-1.0,0,2
31,409.0,9,564.0,5,-1.0,0,2
49,3.0,9,1439.0,6,-1.0,0,2
27,9.0,9,919.0,2,-1.0,0,2
30,155.0,9,1426.0,3,-1.0,0,2
35,1330.0,10,901.0,1,-1.0,0,2
26,-29.0,10,998.0,4,-1.0,0,2
30,167.0,10,255.0,1,-1.0,0,2
45,3133.0,10,804.0,1,-1.0,0,2
34,-33.0,10,961.0,1,-1.0,0,2
47,182.0,10,39.0,1,-1.0,0,2
59,0.0,10,982.0,1,-1.0,0,2
41,5517.0,10,584.0,1,-1.0,0,2
28,-170.0,10,720.0,2,-1.0,0,2
29,8.0,10,627.0,1,-1.0,0,2
25,1243.0,10,1341.0,7,-1.0,0,2
30,1598.0,10,634.0,1,-1.0,0,2
30,5.0,10,829.0,5,-1.0,0,2
47,367.0,10,476.0,4,-1.0,0,2
57,658.0,10,724.0,1,-1.0,0,2
38,1722.0,10,500.0,1,-1.0,0,2
54,-315.0,10,2029.0,1,-1.0,0,2
25,2483.0,10,1499.0,3,-1.0,0,2
30,0.0,10,1399.0,1,-1.0,0,2
26,45.0,10,1187.0,3,-1.0,0,2
31,46.0,10,487.0,1,-1.0,0,2
29,482.0,10,1097.0,3,-1.0,0,2
32,514.0,11,812.0,1,-1.0,0,2
49,3728.0,11,1060.0,2,-1.0,0,2
35,167.0,11,614.0,2,-1.0,0,2
60,1099.0,11,764.0,2,-1.0,0,2
60,2222.0,11,1120.0,2,-1.0,0,2
29,983.0,11,963.0,2,-1.0,0,2
55,204.0,11,1973.0,2,-1.0,0,2
33,1534.0,11,1041.0,2,-1.0,0,2
44,1074.0,11,911.0,2,-1.0,0,2
47,3466.0,11,853.0,2,-1.0,0,2
35,-203.0,11,1649.0,2,-1.0,0,2
53,257.0,11,1310.0,2,-1.0,0,2
35,2436.0,14,1397.0,3,-1.0,0,2
43,0.0,14,1153.0,3,-1.0,0,2
38,976.0,14,766.0,3,-1.0,0,2
34,146.0,14,788.0,2,-1.0,0,2
50,156.0,14,1130.0,3,-1.0,0,2
43,189.0,14,1062.0,4,-1.0,0,2
44,163.0,14,1669.0,2,-1.0,0,2
51,242.0,14,1336.0,4,-1.0,0,2
31,1173.0,14,444.0,3,-1.0,0,2
39,0.0,14,894.0,7,-1.0,0,2
59,296.0,15,805.0,3,-1.0,0,2
45,0.0,15,533.0,3,-1.0,0,2
25,333.0,15,1056.0,2,-1.0,0,2
58,3864.0,15,815.0,4,-1.0,0,2
30,2686.0,15,808.0,3,-1.0,0,2
34,-109.0,15,860.0,4,-1.0,0,2
45,-207.0,15,878.0,2,-1.0,0,2
51,65.0,15,881.0,1,-1.0,0,2
60,597.0,15,981.0,1,-1.0,0,2
32,222.0,15,820.0,4,-1.0,0,2
51,-799.0,15,1001.0,3,-1.0,0,2
37,1775.0,15,514.0,5,-1.0,0,2
30,0.0,15,716.0,3,-1.0,0,2
41,664.0,15,955.0,5,-1.0,0,2
36,0.0,15,687.0,7,-1.0,0,2
46,-563.0,15,769.0,4,-1.0,0,2
29,5.0,15,889.0,5,-1.0,0,2
25,0.0,15,1424.0,4,-1.0,0,2
39,285.0,15,838.0,3,-1.0,0,2
27,139.0,15,448.0,5,-1.0,0,2
35,885.0,15,632.0,6,-1.0,0,2
28,0.0,16,767.0,5,-1.0,0,2
34,855.0,16,578.0,1,-1.0,0,2
29,694.0,16,1806.0,4,-1.0,0,2
27,151.0,16,496.0,1,-1.0,0,2
26,354.0,16,586.0,1,-1.0,0,2
36,673.0,16,689.0,1,-1.0,0,2
44,1265.0,16,555.0,1,-1.0,0,2
39,597.0,16,686.0,6,-1.0,0,2
30,-393.0,16,435.0,1,-1.0,0,2
36,324.0,16,830.0,1,-1.0,0,2
31,256.0,16,873.0,2,-1.0,0,2
56,0.0,16,1222.0,1,-1.0,0,2
29,2870.0,16,988.0,1,-1.0,0,2
27,451.0,16,652.0,1,-1.0,0,2
43,184.0,16,1019.0,11,-1.0,0,2
32,1905.0,16,709.0,2,-1.0,0,2
30,-36.0,16,561.0,9,-1.0,0,2
50,1165.0,16,455.0,1,-1.0,0,2
40,-839.0,16,1018.0,2,-1.0,0,2
42,3465.0,16,1039.0,2,-1.0,0,2
40,-357.0,16,700.0,4,-1.0,0,2
27,119.0,16,781.0,2,-1.0,0,2
35,36.0,16,1656.0,5,-1.0,0,2
26,-11.0,17,1150.0,3,-1.0,0,2
35,113.0,17,923.0,2,-1.0,0,2
52,1405.0,17,753.0,2,-1.0,0,2
32,118.0,17,1275.0,1,-1.0,0,2
39,251.0,17,342.0,2,-1.0,0,2
31,-277.0,17,1008.0,2,-1.0,0,2
26,-189.0,17,538.0,2,-1.0,0,2
42,4.0,17,795.0,1,-1.0,0,2
32,348.0,17,926.0,1,-1.0,0,2
27,1820.0,17,1027.0,1,-1.0,0,2
33,1904.0,17,1584.0,2,-1.0,0,2
51,201.0,17,582.0,2,-1.0,0,2
33,0.0,17,1448.0,7,-1.0,0,2
30,178.0,17,656.0,3,-1.0,0,2
29,51.0,17,1319.0,5,-1.0,0,2
52,3798.0,17,1208.0,1,-1.0,0,2
42,301.0,17,1175.0,2,-1.0,0,2
31,294.0,17,536.0,5,-1.0,0,2
27,0.0,17,991.0,5,-1.0,0,2
44,292.0,17,1153.0,4,-1.0,0,2
55,0.0,17,1303.0,2,-1.0,0,2
40,2998.0,18,623.0,3,-1.0,0,2
54,467.0,18,674.0,3,-1.0,0,2
46,2084.0,18,1081.0,2,-1.0,0,2
30,502.0,18,572.0,1,-1.0,0,2
30,459.0,18,494.0,1,-1.0,0,2
32,454.0,18,978.0,1,-1.0,0,2
56,179.0,18,536.0,1,-1.0,0,2
33,661.0,18,968.0,1,-1.0,0,2
31,-367.0,18,474.0,2,-1.0,0,2
30,-366.0,18,516.0,1,-1.0,0,2
33,89.0,18,278.0,2,-1.0,0,2
30,183.0,18,610.0,1,-1.0,0,2
32,102.0,18,560.0,1,-1.0,0,2
41,138.0,18,640.0,3,-1.0,0,2
31,622.0,18,420.0,1,-1.0,0,2
30,10.0,18,658.0,2,-1.0,0,2
51,9228.0,18,655.0,4,-1.0,0,2
34,-251.0,18,641.0,1,-1.0,0,2
28,24.0,18,415.0,2,-1.0,0,2
43,104.0,18,635.0,3,-1.0,0,2
33,1393.0,18,1127.0,3,-1.0,0,2
36,625.0,18,1360.0,9,-1.0,0,2
28,173.0,18,588.0,7,-1.0,0,2
32,-46.0,18,1373.0,4,-1.0,0,2
31,0.0,18,913.0,4,-1.0,0,2
35,145.0,18,799.0,2,-1.0,0,2
31,325.0,18,1139.0,2,-1.0,0,2
32,2551.0,21,638.0,3,-1.0,0,2
25,2311.0,21,1105.0,2,-1.0,0,2
56,158.0,21,854.0,1,-1.0,0,2
31,-537.0,21,1039.0,7,-1.0,0,2
29,-20.0,21,574.0,1,-1.0,0,2
47,1981.0,21,919.0,2,-1.0,0,2
32,228.0,21,1017.0,6,-1.0,0,2
39,1423.0,21,733.0,3,-1.0,0,2
51,2455.0,21,553.0,1,-1.0,0,2
40,0.0,21,1080.0,4,-1.0,0,2
54,859.0,21,710.0,1,-1.0,0,2
58,9004.0,21,891.0,4,-1.0,0,2
42,970.0,21,691.0,10,-1.0,0,2
56,486.0,21,1877.0,1,-1.0,0,2
25,10.0,21,857.0,4,-1.0,0,2
55,127.0,21,1130.0,8,-1.0,0,2
26,409.0,21,577.0,2,-1.0,0,2
40,664.0,21,1342.0,2,-1.0,0,2
26,223.0,21,1002.0,3,-1.0,0,2
35,-324.0,21,985.0,11,-1.0,0,2
34,-30.0,21,1360.0,3,-1.0,0,2
41,1253.0,21,1134.0,5,-1.0,0,2
44,4758.0,22,712.0,6,-1.0,0,2
47,290.0,22,1352.0,2,-1.0,0,2
33,30.0,22,1077.0,1,-1.0,0,2
36,81.0,22,560.0,1,-1.0,0,2
38,0.0,22,1545.0,1,-1.0,0,2
35,328.0,22,654.0,2,-1.0,0,2
41,145.0,22,1833.0,2,-1.0,0,2
41,465.0,22,1508.0,1,-1.0,0,2
